"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"2728",623167,"Flexen, Chris","2728","100.0","0.268","0.145","0.301","0.413","0.310","0.316","0.258","179","669","89.4","11.3","2136","87.7","87.21","264","1354","1374","-0.5","5.98","111","155","114","148","294","319","297"
"2724",453286,"Scherzer, Max","2724","100.0","0.175","0.138","0.238","0.313","0.239","0.256","0.186","108","617","87.0","18.5","2282","89.2","89.12","478","1380","1344","-0.1","6.27","111","156","118","149","298","321","295"
"2694",628711,"Urías, Julio","2694","100.0","0.224","0.133","0.281","0.356","0.270","0.273","0.220","150","671","84.7","14.5","2527","88.5","87.55","336","1384","1310","-1.0","5.62","110","155","114","150","300","315","289"
"2693",572971,"Keuchel, Dallas","2693","100.0","0.286","0.183","0.303","0.469","0.353","0.367","0.297","185","646","88.0","5.0","1970","84.1","83.83","248","1187","1506","-0.3","6.06","109","152","114","148","298","318","294"
"2690",621121,"McCullers Jr., Lance","2690","100.0","0.207","0.118","0.279","0.325","0.285","0.285","0.207","119","576","89.7","5.5","2436","88.3","87.46","338","1114","1576","-0.8","5.94","112","156","118","151","289","320","290"
"2684",506433,"Darvish, Yu","2684","100.0","0.219","0.210","0.269","0.429","0.300","0.277","0.205","133","606","87.3","15.9","2618","87.0","86.79","346","1280","1404","-0.2","6.24","115","154","135","143","298","321","311"
"2663",573186,"Stroman, Marcus","2663","100.0","0.241","0.119","0.288","0.360","0.282","0.316","0.259","156","648","87.7","5.1","2322","89.0","88.40","351","1295","1368","-0.6","5.85","112","156","114","149","298","325","297"
"2649",571578,"Corbin, Patrick","2649","100.0","0.286","0.225","0.309","0.511","0.362","0.359","0.282","186","650","88.0","8.5","2132","87.2","87.37","308","1267","1382","0.2","6.73","107","152","116","147","305","322","290"
"2644",601713,"Pivetta, Nick","2644","100.0","0.236","0.183","0.290","0.418","0.318","0.302","0.220","133","564","89.2","16.4","2384","88.8","89.06","308","1273","1371","0.3","6.56","111","156","118","149","290","327","300"
"2621",501985,"Minor, Mike","2621","100.0","0.252","0.195","0.291","0.447","0.321","0.320","0.243","156","619","87.9","16.2","2515","87.0","85.81","310","1276","1345","-1.2","5.58","105","157","116","144","302","324","298"
